Campaign Number,Start Date,End Date,Channel,Channel_id,CampaignType,Campaign_type_id,Client,Client_id,Address,City,State,Zip,Email,Contact,Gender,Age,Audience_id,Target Location,Location_id,Views,Likes,Clicks,Conversions,Expense,Total Sales,Executive,Executive_id
C583,2023-01-28,2023-02-26,Email,CH002,Sales,CT002,"Mcclain, Beltran and Patterson",CL 060,2179 Obrien Fort,New Christopher,FL,6005,jeffrey07@rice.com,Bryan Moore,Female,18-40,AU004,UK,LO006,41294.0,1857.0,1625.0,368.0,14742.72,73364.72,Brandon Townsend Jr.,EX002
C584,2023-03-02,2023-03-31,Facebook,CH005,Sign Up,CT001,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Female,18-40,AU004,Japan,LO005,81106.0,8002.0,2126.0,499.0,36741.53,0.0,Melissa Haynes,EX008
C585,2023-04-08,2023-04-10,Email,CH002,Sales,CT002,Mitchell-Rojas,CL 064,Unit 7421 Box 5134,DPO AE 60814,,,johnathan43@hotmail.com,Benjamin Anthony,Female,60+,AU002,USA,LO001,27151.0,3612.0,2320.0,163.0,6548.04,46032.73,Thomas Ryan,EX003
C586,2023-12-07,2023-12-15,Email,CH002,Sign Up,CT001,Harmon Inc,CL 075,3532 Carla Spurs Suite 631,East Susanside,VA,63110-6508,steven77@miller.com,Heidi Black,Adults,40-60,AU007,LATAM,LO002,56032.0,7833.0,3327.0,479.0,13186.21,0.0,Kyle Serrano,EX010
C587,2023-01-29,2023-01-30,YouTube,CH001,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Teens,13-19,AU008,Canada,LO003,31424.0,9960.0,507.0,826.0,34523.67,86598.07,Michael Camacho,EX007
C588,2023-03-06,2023-03-30,YouTube,CH001,Sales,CT002,Salinas-Chavez,CL 003,53637 Bonnie Walk Suite 961,South Adrianaport,IA,49560,richard84@hotmail.com,Chelsea Hoffman,Seniors,60+,AU006,Australia,LO007,30628.0,2399.0,4304.0,610.0,28233.93,33313.76,Thomas Ryan,EX003
C589,2023-05-16,2023-06-10,Email,CH002,Sales,CT002,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Female,40-60,AU010,LATAM,LO002,4819.0,8486.0,1701.0,406.0,4949.35,42938.74,Aaron Faulkner,EX009
C590,2023-08-08,2023-08-16,Email,CH002,Sign Up,CT001,Pearson-Shah,CL 077,5117 Suzanne Branch,Barnesmouth,VA,53846,anthony54@perez.com,Shannon Martinez,Teens,13-19,AU008,Japan,LO005,46209.0,7370.0,2603.0,535.0,19804.52,0.0,Jesus Rivera,EX004
C591,2023-04-09,2023-04-23,Facebook,CH005,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Adults,18-40,AU001,USA,LO001,56978.0,9743.0,4008.0,582.0,27837.31,80981.33,Lauren Riggs,EX001
C592,2023-04-13,2023-04-16,Facebook,CH005,Sign Up,CT001,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Male,18-40,AU009,Europe,LO004,77216.0,7334.0,3801.0,683.0,44205.71,0.0,Melissa Haynes,EX008
C593,2023-05-27,2023-05-28,Instagram,CH004,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Male,60+,AU005,Japan,LO005,81006.0,7789.0,2104.0,526.0,49969.56,52977.46,Lauren Riggs,EX001
C594,2023-01-14,2023-02-07,Facebook,CH005,Sign Up,CT001,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Male,40-60,AU003,Europe,LO004,61639.0,1042.0,4734.0,691.0,17368.78,0.0,Jesus Rivera,EX004
C595,2023-08-19,2023-09-12,YouTube,CH001,Sales,CT002,Patterson and Sons,CL 006,0171 Patricia Street Suite 265,Frankmouth,MS,50700-0717,nataliemartinez@hotmail.com,Christopher Riggs,Adults,18-40,AU001,India,LO008,77055.0,9489.0,2976.0,879.0,28296.69,23153.0,Jesus Rivera,EX004
C596,2023-08-17,2023-09-01,Facebook,CH005,Sales,CT002,"Mcclain, Beltran and Patterson",CL 060,2179 Obrien Fort,New Christopher,FL,6005,jeffrey07@rice.com,Bryan Moore,Male,18-40,AU009,UK,LO006,71289.0,8286.0,3794.0,324.0,13346.46,56004.7,Brandon Townsend Jr.,EX002
C597,2023-11-30,2023-12-15,TikTok,CH003,Sales,CT002,Lyons PLC,CL 022,20804 Burgess Trace,Petersenburgh,WV,31082,nicholastaylor@yahoo.com,Sharon Crawford,Male,40-60,AU003,Japan,LO005,58142.0,3147.0,2799.0,361.0,47160.07,80816.25,Lauren Riggs,EX001
C598,2023-06-21,2023-07-19,YouTube,CH001,Sign Up,CT001,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Male,40-60,AU003,LATAM,LO002,93343.0,9094.0,1315.0,978.0,41161.5,0.0,Michael Camacho,EX007
C599,2023-03-15,2023-03-22,YouTube,CH001,Sales,CT002,"Miller, Bryant and Burnett",CL 037,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,12690-6573,bjohnson@martin-williams.com,Christopher Clark,Female,60+,AU002,Europe,LO004,39328.0,754.0,3491.0,937.0,3515.66,66902.2,Aaron Faulkner,EX009
C600,2023-10-25,2023-11-03,Facebook,CH005,Sales,CT002,Lyons PLC,CL 022,20804 Burgess Trace,Petersenburgh,WV,31082,nicholastaylor@yahoo.com,Sharon Crawford,Adults,18-40,AU001,Europe,LO004,39294.0,8805.0,4909.0,147.0,17523.52,32704.87,Lauren Riggs,EX001
C601,2023-03-31,2023-04-21,Facebook,CH005,Sales,CT002,"Rowe, Morse and Morgan",CL 059,247 Young Spur,North Jacobview,WI,24275,hstafford@yahoo.com,Destiny Atkins,Female,60+,AU002,USA,LO001,50185.0,8439.0,4325.0,773.0,48216.05,52605.39,Becky Brown,EX006
C602,2023-11-04,2023-12-03,YouTube,CH001,Sales,CT002,Roberts-Howe,CL 066,64572 Dawn Forges Suite 455,South Samantha,PA,33248-5599,mckenziebrandon@allen.biz,Robert Mcintosh,Female,40-60,AU010,Canada,LO003,82240.0,9959.0,4492.0,561.0,12926.98,23153.0,Brandon Townsend Jr.,EX002
C603,2023-03-24,2023-03-27,YouTube,CH001,Sign Up,CT001,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Male,40-60,AU003,USA,LO001,21748.0,5414.0,850.0,843.0,7781.97,0.0,Kyle Serrano,EX010
C604,2023-11-03,2023-11-25,Instagram,CH004,Sales,CT002,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Teens,13-19,AU008,UK,LO006,38822.0,3264.0,1743.0,48.0,2226.49,33783.88,Thomas Ryan,EX003
C605,2023-02-06,2023-02-12,YouTube,CH001,Sign Up,CT001,Harmon Inc,CL 075,3532 Carla Spurs Suite 631,East Susanside,VA,63110-6508,steven77@miller.com,Heidi Black,Female,40-60,AU010,UK,LO006,27347.0,4777.0,4000.0,673.0,36677.99,0.0,Kyle Serrano,EX010
C606,2023-03-25,2023-04-03,Email,CH002,Sign Up,CT001,"Reed, Galloway and Buck",CL 010,49317 Vincent Vista Suite 462,Port Nathan,CA,23364-0905,larrygraham@lucas.com,Andrea Simmons,Seniors,60+,AU006,Australia,LO007,43823.0,3723.0,4028.0,358.0,927.32,0.0,Wesley Simon,EX005
C607,2023-01-01,2023-01-27,Email,CH002,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Male,40-60,AU003,UK,LO006,12063.0,6291.0,114.0,775.0,24668.77,55831.7,Michael Camacho,EX007
C608,2023-06-19,2023-07-07,TikTok,CH003,Sales,CT002,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Adults,18-40,AU001,India,LO008,31421.0,9103.0,2516.0,905.0,12346.59,42235.74,Michael Camacho,EX007
C609,2023-04-10,2023-04-28,YouTube,CH001,Sales,CT002,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Male,60+,AU005,Europe,LO004,94679.0,9145.0,4968.0,495.0,47978.14,60141.59,Kyle Serrano,EX010
C610,2023-08-16,2023-09-14,Facebook,CH005,Sales,CT002,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Female,60+,AU002,LATAM,LO002,32551.0,3324.0,1619.0,513.0,15727.0,46064.84,Brandon Townsend Jr.,EX002
C611,2023-06-14,2023-06-20,Instagram,CH004,Sales,CT002,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Teens,13-19,AU008,Japan,LO005,3329.0,6403.0,2525.0,51.0,38360.16,53240.63,Thomas Ryan,EX003
C612,2023-09-23,2023-10-06,TikTok,CH003,Sales,CT002,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Female,18-40,AU004,USA,LO001,96838.0,4744.0,1899.0,937.0,36560.75,25288.21,Thomas Ryan,EX003
C613,2023-08-16,2023-09-03,Email,CH002,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Teens,13-19,AU008,Japan,LO005,28751.0,8114.0,2055.0,272.0,3614.79,78337.68,Thomas Ryan,EX003
C614,2023-12-25,2024-01-15,Email,CH002,Sales,CT002,Mitchell-Rojas,CL 064,Unit 7421 Box 5134,DPO AE 60814,,,johnathan43@hotmail.com,Benjamin Anthony,Teens,13-19,AU008,Canada,LO003,88208.0,8118.0,1367.0,426.0,3370.86,77501.46,Thomas Ryan,EX003
C615,2023-12-30,2024-01-21,TikTok,CH003,Sales,CT002,Thomas-Proctor,CL 031,820 Butler Streets Suite 875,North Denisehaven,WV,66736-0964,brownmario@leonard.com,Angela Moore,Seniors,60+,AU006,Canada,LO003,90420.0,4085.0,1467.0,179.0,26827.55,54532.73,Wesley Simon,EX005
C616,2023-12-03,2023-12-05,YouTube,CH001,Sales,CT002,"Bush, Mendez and Smith",CL 028,791 Darryl Squares Suite 934,Holdenport,OH,41129-2197,churchtimothy@yahoo.com,Patrick Williams,Seniors,60+,AU006,India,LO008,96919.0,8851.0,2393.0,132.0,517.95,71979.81,Brandon Townsend Jr.,EX002
C617,2023-04-29,2023-05-17,TikTok,CH003,Sales,CT002,Melton-Smith,CL 045,03793 Jacobs Branch,West Max,MA,54633-3659,mercertimothy@huff.com,Patrick Abbott,Female,40-60,AU010,Australia,LO007,19927.0,2141.0,2105.0,138.0,12993.08,42140.12,Lauren Riggs,EX001
C618,2023-09-18,2023-10-12,YouTube,CH001,Sign Up,CT001,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Adults,40-60,AU007,India,LO008,31336.0,2169.0,415.0,565.0,49714.46,0.0,Thomas Ryan,EX003
C619,2023-12-06,2023-12-22,TikTok,CH003,Sales,CT002,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Female,40-60,AU010,Japan,LO005,29676.0,8319.0,2094.0,339.0,21268.01,23153.0,Melissa Haynes,EX008
C620,2023-07-06,2023-07-16,TikTok,CH003,Sales,CT002,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Teens,13-19,AU008,Australia,LO007,45814.0,6939.0,4604.0,411.0,17597.65,54968.37,Thomas Ryan,EX003
C621,2023-01-06,2023-01-28,Facebook,CH005,Sign Up,CT001,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Adults,40-60,AU007,Japan,LO005,96289.0,4174.0,3250.0,308.0,21660.63,0.0,Jesus Rivera,EX004
C622,2023-04-06,2023-04-27,TikTok,CH003,Sign Up,CT001,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Female,60+,AU002,LATAM,LO002,21086.0,5859.0,4420.0,147.0,38986.14,0.0,Thomas Ryan,EX003
C623,2023-06-06,2023-06-10,Email,CH002,Sales,CT002,"Holmes, Johnson and Rodriguez",CL 025,USCGC Erickson,FPO AE 00735-4383,,,polsen@alexander-smith.net,Anne Foley,Male,40-60,AU003,Europe,LO004,85788.0,9818.0,3666.0,256.0,15079.99,24127.99,Wesley Simon,EX005
C624,2023-02-04,2023-02-23,TikTok,CH003,Sales,CT002,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Adults,18-40,AU001,LATAM,LO002,32536.0,8325.0,2350.0,170.0,26129.92,68167.35,Wesley Simon,EX005
C625,2023-10-27,2023-11-19,Facebook,CH005,Sales,CT002,Roberts-Brown,CL 019,725 Peter Lights Apt. 639,South Janet,WV,83873-6339,nguyendustin@gmail.com,Samantha Hudson,Female,40-60,AU010,LATAM,LO002,54990.0,5375.0,3297.0,507.0,9842.03,58356.54,Thomas Ryan,EX003
C626,2023-04-16,2023-05-11,Instagram,CH004,Sign Up,CT001,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Female,60+,AU002,Europe,LO004,6791.0,8773.0,4452.0,532.0,8939.8,0.0,Lauren Riggs,EX001
C627,2023-12-16,2024-01-01,YouTube,CH001,Sales,CT002,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Adults,18-40,AU001,Australia,LO007,70515.0,2375.0,720.0,587.0,21068.57,38976.7,Melissa Haynes,EX008
C628,2023-04-07,2023-04-24,Facebook,CH005,Sign Up,CT001,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Adults,40-60,AU007,India,LO008,53137.0,4436.0,1066.0,972.0,45142.03,0.0,Jesus Rivera,EX004
C629,2023-02-15,2023-02-16,Email,CH002,Sales,CT002,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Adults,18-40,AU001,LATAM,LO002,37733.0,4583.0,2916.0,599.0,44523.56,57764.15,Jesus Rivera,EX004
C630,2023-09-08,2023-09-27,Instagram,CH004,Sign Up,CT001,Lewis-Martinez,CL 067,37059 Bates Prairie Suite 432,Port Robertmouth,MN,28374,joshua06@king.com,Angela Anderson,Male,60+,AU005,Australia,LO007,40415.0,174.0,2989.0,559.0,21514.68,0.0,Aaron Faulkner,EX009
C631,2023-08-05,2023-08-24,YouTube,CH001,Sales,CT002,"Ruiz, Cox and Meyer",CL 071,5058 Frank Locks,Blackmouth,MI,7896,vjohnson@yahoo.com,Anne Davis,Female,40-60,AU010,India,LO008,46814.0,9850.0,4493.0,261.0,46680.99,66879.14,Aaron Faulkner,EX009
C632,2023-01-16,2023-01-18,Facebook,CH005,Sign Up,CT001,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Female,40-60,AU010,Canada,LO003,87720.0,5741.0,3013.0,997.0,17332.98,0.0,Wesley Simon,EX005
C633,2023-09-17,2023-10-17,YouTube,CH001,Sales,CT002,Lewis PLC,CL 013,621 Woodard Manors Apt. 208,Port Amy,ME,05157-2612,beth20@gmail.com,Diana Love,Female,60+,AU002,LATAM,LO002,43388.0,5971.0,4972.0,922.0,26723.59,42311.62,Thomas Ryan,EX003
C634,2023-02-28,2023-03-19,Instagram,CH004,Sales,CT002,Edwards-Hoover,CL 069,86879 Carol Cove,North Evanton,MT,25565,bryantmichelle@rocha.com,Erika Owens,Male,40-60,AU003,India,LO008,35350.0,987.0,3094.0,263.0,26290.02,50410.28,Melissa Haynes,EX008
C635,2023-11-18,2023-11-19,Email,CH002,Sales,CT002,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Male,18-40,AU009,LATAM,LO002,10702.0,8194.0,1806.0,637.0,736.34,54045.2,Melissa Haynes,EX008
C636,2023-11-21,2023-12-02,Email,CH002,Sales,CT002,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Male,60+,AU005,LATAM,LO002,85021.0,1892.0,244.0,274.0,2179.38,33250.86,Wesley Simon,EX005
C637,2023-12-21,2023-12-29,Instagram,CH004,Sales,CT002,Hughes-Sullivan,CL 076,5874 Guerra Courts Suite 368,South Codyhaven,OR,93465,williamsnathaniel@yahoo.com,Roy Obrien,Male,60+,AU005,Europe,LO004,10357.0,833.0,4831.0,384.0,3354.24,62753.04,Brandon Townsend Jr.,EX002
C638,2023-06-29,2023-07-28,TikTok,CH003,Sales,CT002,Wall-Cruz,CL 073,7470 Harris Roads Suite 137,Brookefort,MP,32507,davidponce@turner-copeland.com,Robert Cruz,Adults,18-40,AU001,UK,LO006,61910.0,2956.0,1782.0,826.0,33346.78,57876.79,Becky Brown,EX006
C639,2023-12-20,2023-12-24,YouTube,CH001,Sign Up,CT001,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Female,18-40,AU004,LATAM,LO002,18260.0,5771.0,2123.0,325.0,17250.46,0.0,Jesus Rivera,EX004
C640,2023-06-06,2023-06-16,Facebook,CH005,Sales,CT002,Wade PLC,CL 041,3571 Harvey Centers,Ronaldfurt,NY,35589-6805,nhall@hotmail.com,Lacey Crane,Adults,40-60,AU007,UK,LO006,57762.0,4512.0,3380.0,544.0,28865.81,65893.47,Lauren Riggs,EX001
C641,2023-12-16,2024-01-10,Instagram,CH004,Sales,CT002,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Female,40-60,AU010,USA,LO001,98810.0,7971.0,2522.0,717.0,36146.76,52167.87,Jesus Rivera,EX004
C642,2023-04-22,2023-05-15,TikTok,CH003,Sign Up,CT001,Patterson and Sons,CL 006,0171 Patricia Street Suite 265,Frankmouth,MS,50700-0717,nataliemartinez@hotmail.com,Christopher Riggs,Female,40-60,AU010,Canada,LO003,83053.0,1818.0,1126.0,635.0,45589.36,0.0,Jesus Rivera,EX004
C643,2023-10-29,2023-11-17,TikTok,CH003,Sales,CT002,"Rowe, Morse and Morgan",CL 059,247 Young Spur,North Jacobview,WI,24275,hstafford@yahoo.com,Destiny Atkins,Female,18-40,AU004,LATAM,LO002,13187.0,5680.0,1484.0,949.0,11965.6,64484.8,Becky Brown,EX006
C644,2023-01-05,2023-01-24,TikTok,CH003,Sales,CT002,Mitchell-Rojas,CL 064,Unit 7421 Box 5134,DPO AE 60814,,,johnathan43@hotmail.com,Benjamin Anthony,Seniors,60+,AU006,USA,LO001,24125.0,798.0,3203.0,486.0,30028.55,50127.8,Thomas Ryan,EX003
C645,2023-12-26,2024-01-07,Facebook,CH005,Sales,CT002,Cunningham-Little,CL 042,Unit 5043 Box 8770,DPO AP 84852,,,christopher51@watson.net,Stephanie Fernandez,Seniors,60+,AU006,Japan,LO005,43740.0,8649.0,3310.0,182.0,34158.77,31414.29,Becky Brown,EX006
C646,2023-09-22,2023-09-28,Instagram,CH004,Sign Up,CT001,Lyons PLC,CL 022,20804 Burgess Trace,Petersenburgh,WV,31082,nicholastaylor@yahoo.com,Sharon Crawford,Male,40-60,AU003,LATAM,LO002,96183.0,6812.0,2733.0,45.0,28940.87,0.0,Lauren Riggs,EX001
C647,2023-11-28,2023-12-08,TikTok,CH003,Sales,CT002,Vaughan Group,CL 051,PSC 0937,Box 0339,APO AP,AP 98521,baldwinhailey@klein-fitzgerald.com,Ashley Carter,Male,60+,AU005,Australia,LO007,12483.0,4516.0,675.0,420.0,48470.53,47277.37,Jesus Rivera,EX004
C648,2023-02-09,2023-02-22,Facebook,CH005,Sales,CT002,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Male,40-60,AU003,USA,LO001,62914.0,6306.0,1876.0,478.0,48191.6,35403.42,Thomas Ryan,EX003
C649,2023-08-29,2023-09-13,Facebook,CH005,Sales,CT002,Pearson-Shah,CL 077,5117 Suzanne Branch,Barnesmouth,VA,53846,anthony54@perez.com,Shannon Martinez,Female,18-40,AU004,India,LO008,93149.0,549.0,75.0,97.0,27802.11,69691.75,Jesus Rivera,EX004
C650,2023-01-18,2023-02-11,Email,CH002,Sign Up,CT001,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Male,18-40,AU009,Europe,LO004,29087.0,6163.0,3030.0,989.0,44274.46,0.0,Jesus Rivera,EX004
C651,2023-12-24,2024-01-19,Facebook,CH005,Sales,CT002,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,18-40,AU009,Canada,LO003,63529.0,6584.0,4415.0,432.0,8746.55,33707.8,Thomas Ryan,EX003
C652,2023-03-25,2023-04-10,YouTube,CH001,Sign Up,CT001,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Male,40-60,AU003,Canada,LO003,29842.0,3462.0,936.0,157.0,24124.96,0.0,Brandon Townsend Jr.,EX002
C653,2023-10-19,2023-11-11,YouTube,CH001,Sales,CT002,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Male,60+,AU005,LATAM,LO002,80930.0,3130.0,548.0,95.0,36802.19,71860.76,Thomas Ryan,EX003
C654,2023-09-14,2023-09-17,Instagram,CH004,Sales,CT002,Gray Ltd,CL 024,Unit 4555 Box 7398,DPO AE 23911-7290,,,owenmelinda@yahoo.com,Mark Long,Female,18-40,AU004,Canada,LO003,65666.0,9005.0,2368.0,875.0,20625.33,38720.83,Jesus Rivera,EX004
C655,2023-12-28,2024-01-25,TikTok,CH003,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Male,40-60,AU003,USA,LO001,19784.0,5009.0,652.0,46.0,30827.52,48248.81,Michael Camacho,EX007
C656,2023-07-10,2023-08-08,TikTok,CH003,Sales,CT002,Hernandez Inc,CL 052,9452 Amber Mills,Lopezville,NV,94038-0838,uhansen@livingston.com,Traci Holden,Male,40-60,AU003,Canada,LO003,9560.0,7527.0,2396.0,273.0,37549.39,41628.16,Melissa Haynes,EX008
C657,2023-06-29,2023-07-02,TikTok,CH003,Sales,CT002,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Adults,18-40,AU001,Australia,LO007,85600.0,5100.0,2611.0,758.0,37262.0,76222.27,Jesus Rivera,EX004
C658,2023-06-04,2023-06-17,TikTok,CH003,Sign Up,CT001,"Miller, Bryant and Burnett",CL 037,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,12690-6573,bjohnson@martin-williams.com,Christopher Clark,Female,40-60,AU010,Japan,LO005,48301.0,6077.0,3703.0,696.0,6694.27,0.0,Aaron Faulkner,EX009
C659,2023-05-23,2023-06-08,YouTube,CH001,Sales,CT002,"Russell, Wilson and Rogers",CL 004,27907 Deborah Hill Suite 235,Abigailbury,CO,58408,michael78@yahoo.com,Michael Howard,Female,60+,AU002,Canada,LO003,82818.0,9226.0,2215.0,976.0,46088.48,23153.0,Thomas Ryan,EX003
C660,2023-07-18,2023-08-13,TikTok,CH003,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Teens,13-19,AU008,Europe,LO004,46503.0,2717.0,2183.0,355.0,21350.34,71337.85,Michael Camacho,EX007
C661,2023-06-20,2023-07-14,Facebook,CH005,Sales,CT002,Jimenez and Sons,CL 048,8451 Walter Fords Apt. 737,South Danielchester,CT,12719-1372,amartinez@oconnell.com,Justin Cole,Teens,13-19,AU008,UK,LO006,32120.0,8900.0,1391.0,240.0,33612.67,35246.93,Jesus Rivera,EX004
C662,2023-02-22,2023-03-07,TikTok,CH003,Sign Up,CT001,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Female,60+,AU002,UK,LO006,92880.0,4108.0,3510.0,696.0,21698.49,0.0,Kyle Serrano,EX010
C663,2023-07-20,2023-07-23,TikTok,CH003,Sign Up,CT001,Wall-Cruz,CL 073,7470 Harris Roads Suite 137,Brookefort,MP,32507,davidponce@turner-copeland.com,Robert Cruz,Male,60+,AU005,LATAM,LO002,43978.0,8719.0,2924.0,261.0,35822.02,0.0,Becky Brown,EX006
C664,2023-05-04,2023-05-16,Instagram,CH004,Sales,CT002,Jones LLC,CL 035,89103 Jennings Cape Suite 740,South Dianafort,FL,68504,norrisjames@pearson-burton.biz,Danielle Hernandez,Male,60+,AU005,LATAM,LO002,27282.0,2204.0,3822.0,893.0,11187.59,25213.88,Aaron Faulkner,EX009
C665,2023-06-08,2023-06-09,YouTube,CH001,Sales,CT002,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Seniors,60+,AU006,Australia,LO007,97444.0,8058.0,4032.0,946.0,40937.4,57865.78,Melissa Haynes,EX008
C666,2023-03-15,2023-03-23,Facebook,CH005,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Female,60+,AU002,Japan,LO005,22887.0,3133.0,4629.0,491.0,22627.36,54589.22,Thomas Ryan,EX003
C667,2023-04-28,2023-05-15,Facebook,CH005,Sales,CT002,Edwards-Hoover,CL 069,86879 Carol Cove,North Evanton,MT,25565,bryantmichelle@rocha.com,Erika Owens,Female,40-60,AU010,Europe,LO004,22813.0,5618.0,1524.0,681.0,1043.27,69806.09,Melissa Haynes,EX008
C668,2023-08-09,2023-08-23,TikTok,CH003,Sales,CT002,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Teens,13-19,AU008,Europe,LO004,79387.0,906.0,2415.0,931.0,21966.76,77732.0,Melissa Haynes,EX008
C669,2023-10-30,2023-11-10,TikTok,CH003,Sales,CT002,Gray Ltd,CL 024,Unit 4555 Box 7398,DPO AE 23911-7290,,,owenmelinda@yahoo.com,Mark Long,Female,60+,AU002,Canada,LO003,17352.0,5107.0,4144.0,561.0,17594.54,59865.4,Jesus Rivera,EX004
